lineage	count
d_Bacteria;p_Acidobacteria	141437
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae	65774
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales	65774
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria	104293
d_Eukaryota;k_Metazoa;p_Cnidaria	128928
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Borreliaceae	88569
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes	105879
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales	100564
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Fussvirus	48126
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae	216682
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae	122425
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;g_Candidatus Endoriftia	68535
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae	132655
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales	132656
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiodictyon	122657
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiodictyon;s_Candidatus Thiodictyon syntrophicum	122641
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae	187926
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;g_Candidatus Endoriftia;s_Candidatus Endoriftia persephone	68218
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Kajamvirus	48423
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Kajamvirus;s_Synechococcus virus SRIP1	48423
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae	78341
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa	122091
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Myoviridae;g_Kanaloavirus;s_Synechococcus virus SCAM9	63768
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Hymenoptera	107751
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Salmoniformes	229332
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Salmoniformes;f_Salmonidae	229332
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Ruegeria	253601
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Pelagibacterales;f_Pelagibacteraceae;g_Candidatus Pelagibacter;s_Candidatus Pelagibacter sp. IMCC9063	36911
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae	81704
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes	142398
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae;o_Mamiellales	81547
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Salmoniformes;f_Salmonidae;g_Oncorhynchus	224552
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium	124253
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae	124253
d_Eukaryota;p_Apicomplexa	79311
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Fussvirus;s_Pelagibacter phage HTVC025P	43962
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae	55129
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales	136290
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales	117616
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae	117475
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae	133057
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Zoogloea	151952
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Myxococcaceae	102655
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae	149062
d_Eukaryota;p_Haptista;c_Haptophyta;o_Isochrysidales;f_Noelaerhabdaceae	72425
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces	113637
d_Eukaryota;p_Haptista;c_Haptophyta;o_Isochrysidales;f_Noelaerhabdaceae;g_Emiliania	72377
d_Eukaryota;p_Haptista;c_Haptophyta;o_Isochrysidales;f_Noelaerhabdaceae;g_Emiliania;s_Emiliania huxleyi	72377
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Tsukamurellaceae;g_Tsukamurella	117854
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Tsukamurellaceae	117854
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Zoogloea;s_Zoogloea oryzae	147130
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Actinomyces;s_Actinomyces succiniciruminis	111116
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae	81898
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Tsukamurellaceae;g_Tsukamurella;s_Tsukamurella tyrosinosolvens	116864
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Xanthomonas	98935
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella	80248
d_Bacteria;p_Cyanobacteria;o_Chroococcales	11449367
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Siphoviridae;s_Synechococcus phage S-CBS1	69169
d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia	184712
d_Eukaryota;p_Euglenozoa	136386
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Salmoniformes;f_Salmonidae;g_Oncorhynchus;s_Oncorhynchus tshawytscha	202788
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales	102853
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Candidatus Phytoplasma	52143
d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales	177364
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales	144198
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales	43862
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium kansasii	184760
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Podoviridae;s_Roseobacter phage CRP-6	49551
d_Bacteria;p_Kiritimatiellaeota	75372
d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae	167805
d_Bacteria;p_Kiritimatiellaeota;c_Kiritimatiellae;o_Kiritimatiellales	74578
d_Bacteria;p_Kiritimatiellaeota;c_Kiritimatiellae	74578
d_Eukaryota;p_Apicomplexa;c_Aconoidasida	60255
d_Bacteria;p_Kiritimatiellaeota;c_Kiritimatiellae;o_Kiritimatiellales;s_Kiritimatiellales bacterium	74578
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Variovorax	177342
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae	53559
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales	65660
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae	123269
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales	123283
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Myxococcaceae;g_Myxococcus	87455
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae	121679
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus	81180
d_Bacteria;p_Cyanobacteria;o_Chroococcales;f_Microcystaceae	11304072
d_Bacteria;p_Cyanobacteria;o_Chroococcales;f_Microcystaceae;g_Microcystis	11302378
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Qadamvirus;s_Synechococcus virus SB28	39232
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Qadamvirus	39232
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae;g_Pseudoalteromonas	77235
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Pseudoalteromonadaceae	77235
d_Bacteria;p_Verrucomicrobia	164363
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas	121180
d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium	157188
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae	65513
d_Bacteria;p_Cyanobacteria;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis aeruginosa	11057034
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Holosporaceae	37878
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Acetobacteraceae	205686
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae	91903
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus	85095
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Culex	173381
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Culex;s_Culex quinquefasciatus	173373
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodobacter;s_Rhodobacter capsulatus	248106
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae;o_Mamiellales;f_Mamiellaceae	49277
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Algavirales;f_Phycodnaviridae;s_Chrysochromulina ericina virus	71812
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile	48283
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides	48283
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Aureimonas	154761
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae;o_Mamiellales;f_Mamiellaceae;g_Micromonas	48710
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Aspergillaceae	56462
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;g_Rubrivivax;s_Rubrivivax gelatinosus	160969
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;g_Rubrivivax	161013
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae	65379
d_Archaea;p_Euryarchaeota;c_Methanomicrobia	50534
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae	127290
d_Eukaryota;p_Apicomplexa;c_Aconoidasida;o_Haemosporida	49824
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium	86460
d_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales	49713
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia	97788
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium;s_Propionibacterium freudenreichii	85556
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Oinezvirus;s_Oinezvirus S37C6	28829
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Oinezvirus	28829
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae	120770
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Chlorellales	100601
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Kembevirus	123711
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Kembevirus;s_Synechococcus virus SCBP2	123711
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio	71121
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Nostocaceae	1231467
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Chlorellales;f_Chlorellaceae	97939
d_Bacteria;p_Candidatus Bipolaricaulota	57324
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae	113349
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium	118610
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Pelagivirus;s_Pelagibacter phage HTVC031P	24309
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella	112944
d_Eukaryota;c_Cryptophyceae;o_Pyrenomonadales;f_Geminigeraceae	31395
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Arthrobacter	100326
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium	80102
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae	63098
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales	68162
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus	57545
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Thalassiosirales	197056
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Myxococcaceae;g_Myxococcus;s_Myxococcus xanthus	66818
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paraoceanicella	134757
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paraoceanicella;s_Paraoceanicella profunda	134757
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Scleractinia	69039
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter	93038
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Aspergillaceae;g_Aspergillus	46238
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Anaplasmataceae;g_Wolbachia	30798
d_Eukaryota;p_Evosea	53780
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus	97795
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae	67274
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiocapsa	39952
d_Bacteria;p_Candidatus Bipolaricaulota;g_Candidatus Acetothermum	46687
d_Bacteria;p_Candidatus Bipolaricaulota;g_Candidatus Acetothermum;s_Candidatus Acetothermum autotrophicum	46687
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Thiocapsa;s_Thiocapsa roseopersicina	39781
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter	53448
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Erythrobacteraceae;g_Croceicoccus	113351
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Sulfitobacter	126064
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Erythrobacteraceae;g_Croceicoccus;s_Croceicoccus marinus	110530
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Scleractinia;f_Pocilloporidae	64192
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Aedes	124035
d_Bacteria;p_Planctomycetes;s_Planctomycetes bacterium ElP	86174
d_Eukaryota;k_Metazoa;p_Placozoa;f_Trichoplacidae;g_Trichoplax;s_Trichoplax adhaerens	27494
d_Eukaryota;k_Metazoa;p_Placozoa	27502
d_Eukaryota;k_Metazoa;p_Placozoa;f_Trichoplacidae;g_Trichoplax	27494
d_Eukaryota;k_Metazoa;p_Placozoa;f_Trichoplacidae	27494
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Scleractinia;f_Pocilloporidae;g_Stylophora	63219
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Scleractinia;f_Pocilloporidae;g_Stylophora;s_Stylophora pistillata	63219
d_Eukaryota;p_Apicomplexa;c_Aconoidasida;o_Haemosporida;f_Plasmodiidae	37429
d_Eukaryota;p_Apicomplexa;c_Aconoidasida;o_Haemosporida;f_Plasmodiidae;g_Plasmodium	37348
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae	33801
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Archangiaceae	55129
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingopyxis	136538
d_Bacteria;p_Proteobacteria;c_Oligoflexia	79604
d_Bacteria;p_Bacteroidetes;o_Bacteroidetes Order II. Incertae sedis	48252
d_Bacteria;p_Bacteroidetes;o_Bacteroidetes Order II. Incertae sedis;f_Rhodothermaceae	48252
d_Eukaryota;p_Imbricatea;o_Euglyphida;f_Paulinellidae	105316
d_Eukaryota;p_Imbricatea;o_Euglyphida	105319
d_Eukaryota;p_Imbricatea;o_Euglyphida;f_Paulinellidae;g_Paulinella	105316
d_Eukaryota;p_Imbricatea	105349
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves	61499
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Siphoviridae;g_Samistivirus	70601
d_Eukaryota;k_Metazoa;p_Porifera	52915
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Arachnida	75988
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae	52656
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Myxococcales;f_Polyangiaceae	64465
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Haplosclerida	51480
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Haplosclerida;f_Niphatidae;g_Amphimedon	51479
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Haplosclerida;f_Niphatidae	51479
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Haplosclerida;f_Niphatidae;g_Amphimedon;s_Amphimedon queenslandica	51479
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae	39283
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Aedes;s_Aedes albopictus	113399
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae	68546
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales;f_Leptospiraceae;g_Leptospira	68511
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum thermophilum	95459
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Leptospirales	68546
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Thalassiosirales;f_Thalassiosiraceae	130417
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae	56751
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales	56751
d_Eukaryota;c_Pelagophyceae;o_Pelagomonadales	61112
d_Eukaryota;c_Pelagophyceae	61119
d_Eukaryota;c_Pelagophyceae;o_Pelagomonadales;g_Aureococcus;s_Aureococcus anophagefferens	60992
d_Eukaryota;c_Pelagophyceae;o_Pelagomonadales;g_Aureococcus	60992
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Thalassiosirales;f_Thalassiosiraceae;g_Thalassiosira	129337
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Cheungvirus	26546
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Thalassiosirales;f_Thalassiosiraceae;g_Thalassiosira;s_Thalassiosira pseudonana	128987
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylocystaceae	54098
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter baumannii	48768
d_Eukaryota;c_Cryptophyceae;o_Pyrenomonadales;f_Chroomonadaceae	17830
d_Eukaryota;c_Cryptophyceae;o_Pyrenomonadales;f_Chroomonadaceae;g_Chroomonas	17822
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Holosporaceae;g_Candidatus Cytomitobacter	23249
d_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bdellovibrionales;f_Bdellovibrionaceae	73165
d_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bdellovibrionales	73165
d_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bdellovibrionales;f_Bdellovibrionaceae;g_Bdellovibrio	73165
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Thermus;s_Thermus thermophilus	50592
d_Bacteria;p_Proteobacteria;c_Oligoflexia;o_Bdellovibrionales;f_Bdellovibrionaceae;g_Bdellovibrio;s_Bdellovibrio bacteriovorus	72674
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium	36812
d_Eukaryota;p_Ciliophora	37433
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales	51904
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae	51904
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Yangia	70427
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea	62543
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Neisseria	76717
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Ruegeria;s_Ruegeria sp. TM1040	128021
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Azoarcus	74068
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Trypanosomatida	61315
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Trypanosomatida;f_Trypanosomatidae	61315
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium	66287
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium	62726
d_Eukaryota;p_Evosea;c_Eumycetozoa	44135
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Malpighiales	78135
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium aromaticivorans	108341
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales	39190
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Hemiptera	83965
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Borreliaceae;g_Borrelia	34652
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Nocardiopsaceae	47285
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Microbacteriaceae	95109
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus	50534
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales	29259
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae	37809
d_Eukaryota;c_Eustigmatophyceae	601163
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae	143432
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales	143434
d_Eukaryota;k_Metazoa;p_Mollusca	29659
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella adelaidensis	42471
d_Bacteria;p_Candidatus Saccharibacteria	70128
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum brasilense	85872
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia	36906
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Nostocaceae;g_Nostoc	495983
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales	41055
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae	41055
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Chromatiaceae;g_Allochromatium	37560
d_Eukaryota;p_Bacillariophyta;c_Coscinodiscophyceae;o_Chaetocerotales	15094
d_Bacteria;p_Actinobacteria;c_Rubrobacteria	31835
d_Bacteria;p_Bacteroidetes;o_Bacteroidetes Order II. Incertae sedis;f_Rhodothermaceae;g_Rhodothermus	38434
d_Eukaryota;c_Dinophyceae	30874
d_Bacteria;p_Actinobacteria;c_Rubrobacteria;o_Rubrobacterales	31714
